id,category/id, ,Ministério,Categoria 01,Categoria 02,Categoria 03,Escopo,MODERADOR,REVISOR,title/pt-BR,body/pt-BR,url,@,,Revisão de categorias,,
1208,7,Direitos Humanos e Cidadania,Direitos Humanos e Cidadania,Novos Programas Governamentais,Direitos Sociais,,Está no Escopo,Diego,Efraym,"Igualdade Racial, Mulher, Assistência social, Segurança Pública,","Criar e Garantir recusos para o Plano Estadual de Políticas públicas para as mulheres e para o Plano Estadual de Saude da Mulher Para reduzir a morte materna de mulheres Negras, indigenas e Migrantes do Estado de Roraima. Criar e Garantir recursos para o Plano Estadual da Igualdade Racial Roraima. Criar e Garantir recusos para a política Antidrogas.  Garantir a partipação dos remanescentes quilombolas no programa de habilitação Brasil Quilombola em Roraima.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1208,,,,,
1210,2,"Assistência Social, Família e Combate à Fome","Desenvolvimento e Assistência Social, Família e Combate à Fome",Empresas públicas / Abastecimento / Novos Programas Governamentais / Ampliação de Infraestrutura,Alimentos / Indígenas / Direitos Sociais,Terras da União,Está no Escopo,Diego,Efraym,"Fome, Desigualdade social, Assistência Social, ","Fortalecer a agricultura famíliar e retomar a agenda da Reforma Agraria INCRA-RR,PAA, PRONAF e PNAE. Priorizar a política de Enfrentamento ao Racismo, Sexismo, Discriminação Racial e violência contra a Mulher em Roraima. Criar e priorizar programas de serviços, benefícios,e transferência de renda para a terra indigenas  Yanomami com postos e unidades de atendimento.. com o apoio dos próprios indigenas.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1210,,,,,
1211,34,Casa Civil,Legislativo,Servidores Públicos / Carreiras Específicas,Incentivos / Remuneração,Professores,Está no Escopo,Diego,Efraym,Proposta de fiscalização Piso Nacional do Magistério (PROFESSOR) ,"Essa proposta é destinada ao governo para criar um canal de ligação entre o profissional da educação ""o professor do magistério"", sendo que muitos municípios da Federação Brasileira não cumpre com a LEI DO PISO DO MAGISTÉRIO LEI Nº 11.738, DE 16 DE JULHO DE 2008. Muitos profissionais não recebem seus proventos corretamente tendo que muitas vezes judicializar. Ou o governo federal faria automaticamente o pagamento dos seus vencimentos.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1211,,,,,
1213,15,Justiça e Segurança Pública,Justiça e Segurança Pública,Carreiras Policiais / Militares,Contratação Pública de Pessoal Efetivo,,Está no Escopo,Diego,Efraym,Contratar ex Militares para as polícias Militares ,"Se der prioridades em contratação para ex Militares com no mínimo 4 anos de serviço prestado teríamos Militares mais capacitados e melhores aptos para o trabalho ostensivo, como nos EUA os policias são contratados por meio de currículo, não com concurso público.  Existem várias pessoas excelente no militarismo que poderiam acrescentar muito no serviço da Polícia Militar.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1213,,,,,
1214,8,Educação,Educação,Programa Mais Médicos / Universidades,Contratação Pública de Pessoal Efetivo,Cursos de Medicina,Está no Escopo,Diego,Efraym,Faculdades de medicina ,"Trazer médicos cubanos e criar faculdades de medicina no leste de Minas, no norte e nordeste, com isto ter mais oportunidades para quem mora nestas reuniões e quem formar nestas unidades deverão ficar até 5anos atuando no serviço público destas regiões",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1214,,,,,
1215,27,Saúde,Saúde,Dados Pessoais / Novos Programas Governamentais,Serviços Públicos Digitais / Doenças Específicas,DATASUS,Está no Escopo,Diego,Efraym,Prontuário médico digital único,"Objetiva-se a ""racionalidade médica"" no atendimento/tratamento dos pacientes. Efetivando a integração do Sistema Único de Saúde, consultórios particulares e a rede privada de hospitais/clínicas. O prontuário médico digital único deve conter todas as informações médicas sobre um determinado paciente(consultas, atendimento ambulatorial, exames, internações, etc). Dessa forma é possível atuar com economia no sistema de saúde em nível nacional.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1215,,,,,
1216,38,Gestão e Inovação, Integração e Desenvolvimento Regional,Sugestão de Convênios Interfederativos / Dados Públicos / Transporte Coletivo,Seriços Públicos Digitais,,Está no Escopo,Diego,Efraym,Ampliação do TransformaGOV - Governança regional ampliada,"Governo em Rede Colaborativa PermanenTe, com a definição de Escritórios de Governança Regionais ampliados funcionando como nodos da rede de órgãos federais para direcionar esforços orçamentários/operacionais integrados, ampliando a regionalização/valorização do território em 3 eixos 1) infraestrutura (transporte/mobilidade, águas/gestão hídrica e habitação), 2) serviços fundamentais (saúde, educação, segurança e assistência social) e 3) participação da sociedade e de governos subnacionais.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1216,,,,,
1217,25,Previdência Social,Fazenda,Reforma Tributária,Imposto de Renda / Incentivos (Isenções),,Competência do Legislativo,Diego,Efraym,Integralidade Salarial,"Integralidade/paridade salarial, isenção de contribuição previdenciária e de imposto de renda para todas as trabalhadoras e todos os trabalhadores aposentados por incapacidade permanente/invalidez; abrangendo RGPS e o RPPS.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1217,,,,,
1218,1,Agricultura e Pecuária,Agricultura e Pecuária,Vigilância Sanitária / Direito Penal / Agro / Fiscalização,Empreendedor Rural / Alimentos,Agrotóxicos,Competência do Legislativo,Diego,Efraym,"Proibir o uso de agrotóxicos, defensivos agrícolas, veneno, pesticida em alta escala; fomentar agricultura familiar agroecológica","Proibir o uso de quaisquer tipos de defensivos agrícolas/agrotóxicos/veneno/pesticidas em quaisquer propriedades rurais com mais de 2 hectares
Adequar o uso de elementos não naturais aos permitidos em agências reguladoras europeias
Fomentar a agricultura familiar agroecológica focada na produção de alimentos para a população brasileira
Eliminar subsídios de qualquer espécie para monocultivo ou criação de animais, principalmente com intuito de exportação
Base protéica vegetal",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1218,,,,,
1219,27,Saúde,Saúde,Ampliação de Infraestrutura / Sugestão de Convênios Interfederativos ,Hospitais Públicos / Contratação Pública de Pessoal Efetivo,Qualidade no Atendimento,Está no Escopo,Diego,Efraym,"Hospital Dia, voltado para cirurgias eletivas","Hospital dia, com atendimento de cirurgias eletivas, compondo todas especialidades, proctologia, urologia, ginecologia, laqueadura, vasectomia, otorrino, adenoamigdalectomia, cirurgias vesicula, hernias em geral, pequenos procedimentos, ortopedia, cistos, Atendimento a pacientes com doenças crônicas controladas, Perfil desses pacientes, asa 1 e 2. Observação até 12 horas, após esse período o paciente retorna para casa no mesmo dia. Com esse tipo de atendimento o paciente sai da fila da regulação",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1219,,,,,
1220,25,Previdência Social,Previdência Social,Servidores Públicos,Planos de Carreira,EC 103 / 2019,Competência do Legislativo,Diego,Efraym,Aposentadoria Integral para Servidores Publicos Federais com Incapacidade Permanente para o Trabalho,"Eu proponho que seja concedida novamente a aposentadoria integral para os servidores publicos federais aposentados com incapacidade permanente para o trabalho. E injusto e desumano penalizar os aposentados por incapacidade permanente para o trabalho (ou invalidez), que ja lutam com uma condicao de saude dificil, e ainda tem o seu ganho diminuido em quase cinquenta por cento com as ultimas reformas previdenciarias.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1220,,,,,
1222,,Outros,Infraestrutura,Habitação / Agro,Fora dos Centros Urbanos / Malha Sanitária / Água,,Está no Escopo,Diego,Efraym,Habitação sustentável nas comunidades rurais,"Que nos projetos de habitação voltados para as populações rurais sejam incluídos os sistemas de reuso de águas cinzas, cisternas de captação de água de chuvas e Biodigestores.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1222,,,,,
1223,21,Presidência,Saúde,Medicamentos / Ampliação de Infraestrutura / Parceria Público Privada,Doenças Raras / Doenças Específicas,,Está no Escopo,Diego,Efraym,Medicamentos para todo o povo brasileiro,"A saúde é um direito de toda(o)s as brasileira(o)s e não um privilégio. É um direito da população brasileira de viver bem, garantido pelo artigo 196 da constituição, sendo uma cláusula pétrea constitucional. Medicamentos não devem ser artigos de luxo! Disponibilizar todos os tipos de medicamentos nos postos de saúde; Se faltar(em) algum(ns) do(s) medicamento(s) para a(o) cidadã(o), garantir pela lei que a população receba o dinheiro em conta bancária para a compra do(s) medicamento(s).",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1223,,,,,
1224,7,Direitos Humanos e Cidadania,Direitos Humanos e Cidadania,Habitação ,Idosos,,Está no Escopo,Diego,Efraym,Atencao aos Idosos Acamados nos Asilos,"Proponho um programa para levar carinho e atencao para os idosos acamados nos asilos. Eu tive um pai acamado em casa e eu sei como eles ficam fragilizados e carentes. E desumano deixa-los somente com os cuidados de saude da enfermeira. Eles precisam de acoes como evangelizacao e especialmente pessoas que levem carinho e atencao para eles, especialmente quando estao em asilos sem contato com a familia.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1224,,,,,
1225,7,Direitos Humanos e Cidadania,Legislativo,Novos Programas Governamentais,Doenças Raras / Doenças Específicas,,Está no Escopo,Diego,Efraym,Revisar Legislacao para Pessoas com Transtornos Mentais,"A atual legislacao para pessoas com transtornos mentais parece considerar esse publico como apenas ""doentes"", ou cidadaos incapazes de segunda classe. Nao veem que sao pessoas como todas, que tem limites e possibilidades. Que podem e devem ser incluidas com respeito no mundo do trabalho e na vida cidada. E preciso pensar mais direitos para esse grupo que e grande, e incluir pessoas com transtornos mentais na tecitura dessas novas leis.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1225,,,,,
1226,7,Direitos Humanos e Cidadania,Direitos Humanos e Cidadania,Eleições / Reforma Política,,,Competência do Legislativo,Diego,Efraym,Elegibilidade política,"Legalização efetiva da elegibilidade política da cidadã e do cidadão aposentada(o) por incapacidade permanente/invalidez. Garantindo, assim, a representatividade (voz e voto) dessa categoria de aposentados.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1226,,,,,
1227,27,Saúde,Educação,Reformas Revitalizantes,Contratação Pública de Pessoal Efetivo,,Está no Escopo,Diego,Efraym,Melhoria dos Serviços Médicos - Médicos Capacitados e infraestrutura adequada  ,"O sucateamento do SUS é evidente, tanto em infraestrutura como de profissionais CAPACITADOS. Se abrem escolas de medicina como se abrem bancas nas feiras,  jogam péssimos profissionais no mercado pra ""cuidar"" da vida das pessoas, não se fiscalizam a qualidade destes profissionais, os erros cada dia mais frequentes. O povo não precisa de mais médicos, mas, de MAIS BONS MÉDICOS. Zelem pela qualidade deste serviço, remunerem bem os bons profissionais e equipem as unidades,só assim teremos saúde.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1227,,,,,
1228,28,Trabalho e Emprego,Trabalho e Emprego,Empregabilidade / Dados Pessoais,Serviços Públicos Digitais,,Está no Escopo,Diego,Efraym,Programa Federal de Agenciamento de Emprego e Estabilidade laboral aos cidadãos oriundos de programas sociais governamentais,"Utilização estratégica e racional do banco de dados dos programas sociais governamentais.
Escalonar níveis de afinidade as vagas e qualificação disponíveis.
Acompanhamento da progressão inclusiva e permanência sócio laboral dos trabalhadores beneficiados através de Assistentes Sociais.
Instituir sedes físicas específicas para a finalidade; Seleção e suporte, evitando sensação de desamparo por quem busca emprego sem integrar os programas sociais.
Incentivo fiscal ao setor empregatício parceiro.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1228,,,,,
1229,29,Transportes,Transportes,Transporte Coletivo / Ampliação de Infraestrutura / Parceria Público Privada / Fundos Ppublicos,Fora dos Centros Urbanos / Incentivos,,Está no Escopo,Diego,Efraym,Fundo nacional para financiamento do subsídio do transporte público,"Criação de fundo nacional para aplicação de recursos em transporte público coletivo com receitas oriundas de tributos aplicados em transportes menos sustentáveis. Bem como incentivo a criação de pedágios urbanos, taxação em estacionamentos privados, taxação na venda de combustíveis para destinação exclusiva em transporte público coletivo, proporcionalmente a arrecadação e dimensão dos conglomerados urbanos.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1229,,,,,
1230,27,Saúde,Saúde,Sugestão de Convênios Interfederativos,Contratação Pública de Pessoal Efetivo,,Está no Escopo,Diego,Efraym,Dentista na Escola ,"A inserção do Dentista nas escolas do Brasil será de extrema importância à prevenção da doença Cárie, em crianças em idade escolar, fase onde a atividade da doença se manifesta com maior prevalência, o Programa Dentista na Escola vai contribuir para melhorar e proporcionar um desenvolvimento saudável da saúde bucal da população, principalmente em Estados com baixa na cobertura odontologica pelo SUS (a exemplo, o Distrito Federal), garantido o acesso da população à Saúde Bucal.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1230,,,,,
1231,6,Cultura,Cultura,Novos Programas Governamentais,Contratação Pública de Pessoal Efetivo,Obras da União,Está no Escopo,Diego,Efraym,Construir Museu Nacional Afro em Brasília,"Entre 2013 e 2014 foi cedido pelo Governo do Distrito Federal um terreno localizado próximo a ponte JK em um parque chamado Nelson Mandela para construção do Museu Nacional Afro em Brasília. O Ministério da Cultura criou um grupo de trabalho para a elaboração dos projetos, que foram interrompidos pelo impeachment. Portanto, gostaria de sugerir a retomada de um projeto tão importante para a memoria das populações pretas do país, nos moldes do museu afromericano em Whashinton-DC.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1231,,,,,
1232,19,Cidades," Desenvolvimento, Indústria, Comércio e Serviços",Mobilidade / Transporte Coletiva,Incentivos / Fontes Alternativas de Energia,,Está no Escopo,Diego,Efraym,Incentivo a Bicicletas Elétricas e Mobilidade Ativa,"Sugiro a destinação de recursos para a industria nacional de bicicletas eletricas,  por meio de incentivos fiscais, financiamento ou outras formas de apoio. A evolução das bicicletas eletricas as tornaram meios eficazes de promover a mobilidade ativa nas cidades, possibilitando o uso desse meio de transportes em cidades com relevos mais dificeis e permitindo maiores distancias com menos esforços. Porém os custos são elevados, necessitando uma ação do governo. Geraria tb empregos no país.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1232,,,,,
1234,16,Meio Ambiente e Mudança do Clima,Meio Ambiente e Mudança do Clima,Preservação do Patrimônio Ambiental,Malha Rodoviária,,Está no Escopo,Diego,Efraym,Rodovias Arborizadas,"Diante das catastróficas mudanças climáticas, é essencial e urgente que criemos as rodovias arborizadas (como já acontece em diversos países - como por exemplo a França e o Canadá), nos canteiros centrais das duplicadas e também nas margens, com espécies típicas de cada região de nosso imenso país, proporcionando um verdadeiro pulmão verde, um oásis ao redor do asfalto.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1234,,,,,
1235,10,Fazenda,Fazenda,Dívida Pública,Transparência,,Está no Escopo,Diego,Efraym,Cidadão Divida Zero ,"Programa de  parcelamento de Dívidas Ativas junto a União de pessoas físicas (REFIS), em até 120 meses com descontos de multas e juros.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1235,,,,,
1236,16,Meio Ambiente e Mudança do Clima,Meio Ambiente e Mudança do Clima,Preservação do Patrimônio Ambiental / Sugestão de Convênios Interfederativos,Malha Rodoviária,Estatuto das Cidades,Está no Escopo,Diego,Efraym,"Calçadas, Canteiros centrais, Avenidas, Praças e Demais Áreas Permeáveis, Verdes, Arborizados","È de urgente e prioritária importância que em todas as Cidades, Municípios, Vilas e Anéis Rodoviários de todos as cidades de nosso imenso Brasil, diante das catastróficas e urgentes mudanças climáticas, que todos e todas (poder público e população) junto aos órgãos de controle e fiscalização e todas as ONGs e entidades que se implante as Ruas, Calçadas, Avenidas, Anéis Rodoviários, Fundos de Vale, Praças, Parques e todos os espaços livres - o verde, arborização, jardins e permeabilidade do solo.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1236,,,,,
1237,5,Comunicações,Comunicações,Telecomunicação / Propaganda Oficial,Serviços Públicos Digitais,Internet,Está no Escopo,Diego,Efraym,Comunicação para tod@s,"Sugiro que o governo selecione jovens pobres que estão ociosos nas periferias do Brasil e monte um equipe para que esses jovens criem memes, charges, short videos para comunicar todas as população brasileira de todas as ações que o Governo Federal está fazendo.

Se o governo federal não se comunicar com as novas linguagens de modo direto de uma forma que os trabalhadores compreendam, corremos o risco de perder novamente a narrativa para a extrema direita. O Janones poderá coordenar ess ação.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1237,,,,,
1238,7,Direitos Humanos e Cidadania,Educação,Novos Programas Governamentais,Currículo Escolar,,Está no Escopo,Diego,Efraym,Projeto me acelera,"O  Me Acelera é um projeto que visa levar aos jovêns do ensino médio de escolas públicas e  jovêns indecisos sobre futuro e carreira profissional o conhecimento sobre carreiras através de palestrantes com experiência em ensino técnico e Superior e oficina de orientação vocacional.
Impactar o maior número de jovens do ensino médio de escolas públicas, através de palestras, Orientação Vocacional e  profissional de diversas áreas, promovendo uma mudança significativa em cada um,.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1238,,,,,
1239,38,Gestão e Inovação,Presidência ,Administração Pública ,Fora dos Centros Urbanos ,,Está no Escopo,Diego,Efraym,Visita presencial dos Secretários Executivos dos Ministérios aos interiores de todos os Estados.,"Acredito que seja necessário que os secret´ários executivos dos ministérios visitem os interiores dos estados, pois assim conhecerão a realidade de perto.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1239,,,,,
1240,27,Saúde, Integração e Desenvolvimento Regional,Ampliação de Infraestrutura / Administração Pública ,,,Está no Escopo,Diego,Efraym,Presença física do Governo Federal nas principais cidades dos Estados.,Acredito que as pessoas das regionais de cidades médias não vão com frequência às capitais dos estados ou cidades mais populosas.,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1240,,,,,
1241,14,Integração e Desenvolvimento Regional,Saúde,Atenção Primária,Contratação Pública de Pessoal Efetivo,Prevenção,Está no Escopo,Diego,Efraym,Presença de profissionais de saúde na medicina preventiva.,Que tenha essa medicina preventiva junto com a alimentação orgânica no interior e na capital dos estados para poder diminuir o tanto de pacientes nas capitais dos estados.,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1241,,,,,
1242,21,Presidência, Gestão e da Inovação em Serviços Públicos,Ampliação de Infraestrutura / Administração Pública ,Reformas,Obras da União,Está no Escopo,Diego,Efraym,Construção de Auditório e Salas de Trabalho na Esplanada,"Os servidores do executivo sentem a necessidade de um espaço adequado para eventos e reuniões de trabalho na Esplanada dos Ministérios. Os edifícios possuem auditórios pequenos e o Palácio do Planalto também é inadequado para eventos de maior porte. Sugiro a construção de um edifício de uso múltiplo para reuniões como a do CDESS, GTs, Reuniões de maior porte e anúncios de governo, com salas modulares e espaço para coletivas de imprensa. O projeto deveria ser realizado por concurso.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1242,,,,,
1245,40,Planejamento e Orçamento, Gestão e da Inovação em Serviços Públicos,Servidores Públicos,Concurso Público,,Competência do Legislativo,Diego,Efraym,Concurso Publico via analise Curricular,"Permitira um controle maior por parte do governo em prol daqueles que almejam cargos públicos e possibilitara aqueles que se qualificaram ao longo dos anos oportunidades, dando ênfase e credibilidade aos estudos. O Brasil oferece muitas oportunidades de qualificação de forma gratuita em faculdades e instituição publica e privadas. Poderia focar agora em possibilitar melhores condições profissionais. Afinal, as pessoas estudam para que possam ter excelentes oportunidades empregatícias futuras.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1245,,,,,
1246,28,Trabalho e Emprego,Trabalho e Emprego,Administração Pública,Serviços Públicos Digitais,,Está no Escopo,Diego,Efraym,Comprovação de treinamentos online NR normas regulamentadoras ,"Criar página específica online no site do MTE para validação de treinamentos específicos NR Normas regulamentadoras, por exemplo quando um engenheiros de segurança ou técnico em segurança do trabalho necessitar comprar a qualificação do profissional  para atividades em elétrica, altura espaço confinado etc, este poderá consultar validação do certificado na página do ministério do trabalho para  que evite a falsificação documental de certificados nas empresas.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1246,,,,,
1247,8,Educação,Educação,Parceria Público Privada / Sugestão de Convênios Interfederativos,Contratação Pública de Pessoal Efetivo,Nutricionistas,Competência do Legislativo,Diego,Efraym,Nutricionistas presentes de forma obrigatória nas Escolas,"Lei e Programa de Governo que obrigue a presença de nutricionistas em escolas particulares e públicas, com no mínimo 2 profissionais para escolas de pequeno e médio porte e no mínimo 4 para escolas de grande porte.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1247,,,,,
1248,27,Saúde,Saúde,Sugestão de Convênios Interfederativos,Contratação Pública de Pessoal Efetivo,Nutricionistas,Está no Escopo,Diego,Efraym,Presença obrigatória mínima de 3 nutricionistas em cada Unidade Básica de Saúde,"Dado o panorama de transição nutricional e a prevalência de pessoas obesas, com sobrepeso e diferentes doenças crônicas no país, faz-se urgente a presença obrigatória de nutricionistas nas Unidades Básicas de Saúde, a fim de auxiliar na promoção da saúde e prevenção e gestão de agravos. Espera-se que sejam contratadas no mínimo 3 profissionais de Nutrição por cada Unidade Básica em Saúde.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1248,,,,,
1249,8,Educação,Educação,Ampliação de Infraestrutura,Institutos Federais,,Está no Escopo,Diego,Efraym,Criação do IFANMG - Instituto Federal de Educação Ciência e Tecnologia do Alto Paranaíba e Noroeste de Minas Gerais.,"Devidos às particularidades e distanciamento geográfico das cidades do Alto Paranaíba e Noroeste de Minas é imprescindível a criação de um instituto que acompanhe os arranjos produtivos locais.
Alia-se ainda à necessidade de maior capilaridade da rede federal de ensino para a educação profissional e tenológica.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1249,,,,,
1250,27,Saúde,Saúde,Atenção Primária / Ampliação de Infraestrutura,,Unidades Básicas de Saúde (UBS),Está no Escopo,Diego,Efraym,Programa de Valorização dos Hospitais de Pequeno Porte: Cuidados Intermediários,"Os Hospitais de Pequeno Porte no Brasil, no SUS, são uma rede com 3.666 unidades de até 50 leitos, com taxa de ocupação em trono de 30%, o que os torna caros e subutilizados. Estes hospitais localizam-se na sua grande maioria em pequenos municípios, alvo principal da rede de ""cuidados intermediários"", que daria ampla utilização dos HPP's, maior resolutividade à rede de saúde local, e de baixíssimo custo, porque o programa seria implantado usando recursos já existentes, e altíssima eficácia.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1250,,,,,
1251,14,Integração e Desenvolvimento Regional,Planejamento e Orçamento,Empregabilidade / Parceria Público Privada / Sugestão de Convênios Interfederativos,,Superintendência do Desenvolvimento do Nordeste - SUDENE,Está no Escopo,Diego,Efraym,Plano Multimodal e Industrial Integrado Feira de Santana-Aratu-Camaçari-Maragogipe (Bahia),"O plano trará diretrizes e metas, como a construção da Plataforma Multimodal do Subaé e do Porto de Maragogipe, a duplicação e construção de rodovias, modernização e expansão dos complexos industriais do CIS, CIA e PIC. Além da construção de portos secos, da modernização do Porto de Aratu e do Porto de Salvador, a construção da ferrovia Feira-Aratu e do Complexo industrial do Recôncavo, implementação da terceira faixa da BR-324 e do terminal logístico do aeroporto de Feira de Santana.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1251,,,,,
1252,14,Integração e Desenvolvimento Regional, Integração e Desenvolvimento Regional,Empregabilidade / Parceria Público Privada / Sugestão de Convênios Interfederativos,,Superintendência do Desenvolvimento do Nordeste - SUDENE,Está no Escopo,Diego,Efraym,Feira de Santana como hub logístico para o Nordeste,"Estabelecer parcerias que possibilitem a atuação de Feira de Santana como um hub de distribuição para os produtos da Zona Franca de Manaus. Assim, o que for produzido lá e tiver o Nordeste como destinação, será recebido pelo aeroporto, armazenado e escoado através da plataforma multimodal e outros equipamentos dentro do que será previsto no plano integrado. A intenção é que todo imposto captado seja revertido para a cidade e para o estado.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1252,,,,,
1254,8,Educação,Educação,Novos Programas Governamentais / Métodos de Ensino,Contratação Pública de Pessoal Efetivo / Currículo Escolar,,Está no Escopo,Diego,Efraym,Agentes de educação e busca ativa escolar,"Criar uma nova estratégia de educação pública comunitária. Baseada na atuação dos agentes de educação, a ideia terá como finalidade a erradicação da evasão escolar, do trabalho infantil e a mitigação dos impactos da vulnerabilidade social entre os alunos. Os profissionais atuarão na busca ativa de estudantes, identificando situações que estejam culminando na ausência destes e atuando para a resolução destas problemáticas. Eles atuarão como um elo entre o poder público e as famílias.",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1254,,,,,
1255,,Outros,Planejamento e Orçamento,Fundos Públicos / Ampliação de Infraestrutura / Servidores Públicos / Sugestão de Convênios Interfederativos,Contratação Pública de Pessoal Efetivo,Carreiras da Saúde,Está no Escopo,Diego,Efraym,Financiamento do SUS,"Fortalecer o SUS, invertendo os gastos hoje maiores no privado e aumentar o gasto publico para o SUS. Aumentar para 6% do PIB com 3% do PIB do Gov Federal e outros 3% (estados e municipios) nos 4 anos de governo

Inicialmente já agora cumprir o piso constitucional de 15% da RCL mais inflação do ano anterior",http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1255,,,,,
1256,12,"Indústria, Comércio e Serviços",Trabalho e Emprego,Reforma Trabalhista,,,Competência do Legislativo,Diego,Efraym,Trabalho e cidadania ,Reajustar horário de trabalho com uma jornada menor,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1256,,,,,
1257,,Outros,Saúde,Atenção Primária / Sugestão de Convênios Interfederativos,Contratação Pública de Pessoal Efetivo / Fora dos Centros Urbanos,Saúde da Família / Carreiras da Saúde,Está no Escopo,Diego,Efraym,Fortalecer a Atenção Primária em Saúde e retomar a rede integral de cuidados aos usuarios,Aumentar o numero de ESF e de Nasf em todo o territorio nacional para qualificar o cuidado em saúde e a partir e junto construir uma rede robusta de cuidado integral.,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1257,,,,,
1258,,Outros,Planejamento e Orçamento,Ampliação de Infraestrutura / Servidores Públicos,Contratação Pública de Pessoal Efetivo,Carreiras da Saúde,Está no Escopo,Diego,Efraym,Fortalecer os trabalhadores da saúde no SUS,Construir possibilidades de concursos publicos no.SUS com planos de carreira e salários dignos e estimulo para realização de concursos nos 3 niveis de governo evitando a precarização do trabalho em saude e a instabilizacao do cuidado aos nossos usuarios,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/1258,,,,,
,,Minas e Energia ,Minas e Energia,Energia solar/eólica,Energia limpa,Incentivo à instalação individual ,Está no escopo, Carlos ,,Geração de energia opcional,"Gostaria muito de ver implantado no país um sistema de geração de energia solar/eólica individual, sobretudo nos locais que existam limitações para extensão de rede elétrica. Trabalhei no setor muitos anos e achava um absurdo, como por exemplo, em uma ilha no Rio Madeira, ter que construir rede elétrica onde bastaria colocar sistemas solares para atender comunidades. Mesma coisa ocorre em por exemplo, propriedades ao pé de serras. Temos escolas para ajudar nesses projetos, sobretudo federais.",,,,,,
,,Igualdade Racial,Cultura,Economia criativa ,Projeto cultural escolas e universidades ,Mulheres mães,,Carlos ,,,"Queremos um projeto de hip hop e capoeira nas escolas e universidades feito por mulheres que sejam mães de alunos e que estejam cadastradas no CAD e recebem bolsa família , e tenham trajetória dentro das respectivas culturas.  Que possamos ser remuneradas e também possamos trabalhar a economia criativa.  E que esse material possam ser gravados gerando vídeos, curtas metragens para as redes sociais e acervo para o IPHAN.",,,,,,
,,"Assistência Social, Família e Combate à Fome ",Judiciário,Justiça restaurativa ,Resolução das questões relacionadas ao crime ,Método,,Carlos ,,Justiça Restaurativa Política pública nacional em todas Secretaria de Assistência Social ,"Justiça Restaurativa como metodologia e filosofia, para um atendimento humanizado.",,,,,,
,,Educação ,Educação,Justiça restaurativa ,Conflitos entre alunos ,,,Carlos ,,Justiça Restaurativa Política pública nacional em todas Secretaria de Assistência Social,"Justiça Restaurativa como metodologia e filosofia, para um atendimento humanizado na resolução de conflitos entre os educandos",,,,,,
