ID,Tema,Ministério,Categoria 1,Categoria 2,Título,#CUIDADO,Corpo,Status,Data de publicação,URL,
740,Trabalho e Emprego,Trabalho e Emprego,Empregabilidade  / Salário Mínimo,Educação Tecnológica / Educação Profissionalizante,"Geração de emprego, renda, aumento da massa salarial, redução da jornada de trabalho e qualificação profissional com maior oferta de cursos.",Não,"O conjunto de propostas, analisadas com embasamento sugiro monitoramento,através do mercado de trabalho pra verificar quais áreas precisa de maior oferta profissional .
Para o suplementar a oferta de mão de obra cursos técnicos é parcerias público e privadas para que isso, ocorra
Fortalecimento dos empregos existentes com maior aumento de salário mínimo é redução da jornada de trabalho, Pois isso tem um efeito positivo sobre a economia
É aprimoramento da lei de estágio é aprendiz para os jovens.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/740"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/740</a></p>",12.05.2023 22:11:15,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/740,
742,Saúde,Saúde,Serviços Públicos Digitais / Sistema Único de Saúde (SUS) / Dados Pessoais,Unidades de Pronto Atendimento (UPA) / Hospitais Públicos / Atendimento Biopsicossocial ,"Informatização da saúde, nas cidades, estados e em todo o país.",Sim,"Informatizar a saúde,onde todos serão cadastrados em bancos de dados nas esferas municipais,estaduais e federal TDS Interligados,onde qq cidadão poderá ser atendido em unidade de saúde seja PSF, UPA,clínicas e hospitais atendidos p SUS e tds terão suas consultas sendo marcadas p os PSF's através do sistema dos Agentes de Saúde facilitando o atendimento do povo e após o cidadão sair do médico o mesmo marcará a consulta/exame na recepção onde se terá acesso a marcação de exames e especialistas.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/742"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/742</a></p>",12.05.2023 22:27:13,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/742,
741,Integração e Desenvolvimento Regional,Integração e Desenvolvimento Regional,Mobilidade / Transporte Coletivo,Ferrovias,Integração ferroviária ,Não,"Interligar as principais cidades do Brasil com tecnologia do trem - bala. As dimensões continentais do nosso pais cria muitas barreiras para a troca de cultura, ideias e conhecimento. O brasileiro é plural em varios aspectos, somar e multiplicar toda essa diversidade pode criar incontáveis riqueza. O trem bala é a chave para uma revolução interna. Integração refional, turismo, cultura, transporte, mobilidade urbana, trabalho, ciencia e tecnologia. Um projeto multitemal que a China pode ajudar.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/741"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/741</a></p>",12.05.2023 22:28:48,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/741,
743,Cultura,Cultura,"Lazer, Cultura e Esporte",Competências Estaduais,Resgate Regional da Quadrilha Junina na Bahia ,Não,"Trabalho com os jovens e crianças com Quadrilha Junina com apoio do Mestre Raimundo, com parceria boa, contudo, estamos parados há 4 anos por falta de verba para ornamentação, viagens, lanches, roupas, estadia, e um auxilio de insentivo para cada um resgatar essa cultura. Sou Indígena, Aldeada, 46 anos, voltei a estudar na Universidade Federal do Sul da Bahia-UFSB depois de 24 anos. Nos ajudem resgatar a alegria do São João aqui na Bahia.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/743"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/743</a></p>",12.05.2023 22:34:29,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/743,
748,Cultura,Cultura,"Lazer, Cultura e Esporte",IPHAN,"Programa Nacional de Pesquisa, Identificação e Registro do Patrimônio Imaterial",Não,"O programa visa pesquisar a cultura imaterial do povo brasileiro nos Estados e Municípios do Brasil . Tem o objetivo identificar as formas de manifestação da cultura locais. Realizar este registro da pesquisa do fazer cultural dar a visibilidade destas manifestaçoes culturais, reconhecendo cantigas, dancas folclóricas, culturars alimentares, metodos e tradicoes de comunicação linguística e oral. Estimular o reconhecimento de mestres artesãos, mestres ofícios e outros como professores culturais","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/748"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/748</a></p>",12.05.2023 22:48:06,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/748,
746,Educação,Saúde,Reformas Revitalizantes,Hospitais Públicos,Investimentos sus,Sim,"Restruturação nós hospitais, afim de oferecer um serviço de qualidade","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/746"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/746</a></p>",12.05.2023 22:48:23,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/746,
744,Saúde,,,,Legalização/liberação do aborto legal no SUS e em clínicas particulares cujo limite gestacional de até 17 semanas para indivíduos com útero no Brasil.,Não,Legalização/liberação do aborto legal no SUS e em clínicas particulares cujo limite gestacional de até 17 semanas para indivíduos com útero no Brasil.,"<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/744"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/744</a></p>",12.05.2023 22:51:54,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/744,
749,Educação,Legislativo,Ampliação de Infraestrutura / Orçamento Federal,Programa Universidade para Todos - PROUNI / Bolsa Estudantil,Ampliação Da Bolsa Permanência Do (ProUni),Sim,"A Bolsa Permanência do Prouni é um incentivo criado pelo governo federal. Para ter acesso a esse direito, é preciso ser um bolsista integral do programa e estar matriculado em um curso presencial, com duração de pelo menos seis semestres e seis horas diárias de aula.

Proponho uma mudança para que possa incluir também estudantes que estudam de maneira presencial de qualquer horário seja (Matutino, Vespertino, Noturno ou Integral) independente da carga horária, e que cumpra os demais requisitos.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/749"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/749</a></p>",12.05.2023 22:56:13,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/749,
750,Educação,Educação,Universidades e Ensino Superior,Programa Universidade para Todos - PROUNI / Parceria Público Privada,Ensino superior no Brasil expansão das ofertas de vagas na instituições de ensino é menor burocracia para o acesso ao ensino superior através do Enem ,Não,"O conjunto de medidas, que poderiam assegurar o acesso ao ensino superior, seria aumentar a ofertas de vagas na instituições de ensino superior principalmente nas redes privadas aonde concentra o maior número de alunos realizando a graduação parceria público e privadas. 
Aumentar o número de universidades públicas no país.
Fiscalizar e colocar em rigor em lei, para que às instituições cedam a bolsa com menor burocracia de documentos 
Estimular a experiência acadêmica com a profissional.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/750"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/750</a></p>",12.05.2023 23:05:13,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/750,
752,Integração e Desenvolvimento Regional,Transportes,Rodovias,Obras da União,Transnordestina,Não,A conclusão da Transnordestina com a inclusão do ramal Salgueiro-SUAPE. O desenvolvimento passa por boas condições de infraestrutura. E Pernambuco anseia por mais oportunidades de emprego.,"<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/752"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/752</a></p>",12.05.2023 23:09:55,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/752,
751,Saúde,Saúde,Carreiras da Saúde,Saúde da Família / Capacitação / Contratação Pública de Pessoal Efetivo,Capacitação em fitoterapia saúde da família ,Sim,Venho por meio deste sugerir ampla capacitação e formação na área de fitoterapia plantas medicinais e medocona alternativa para todos os profissionais da saúde primária. Saúde da família. E implantação na rede de atenção básica,"<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/751"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/751</a></p>",12.05.2023 23:10:22,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/751,
754,Educação,Legislativo,Ensino Fundamental e Médio,Lei de Diretrizes e Bases da Educação - LDB / Currículo Escolar ,Criar disciplina de medicina alternativa ,Não,Criar uma disciplina de medicina alternativa e fitoterápico para alunos apartir de 10 anos até o final do ensino fundamental,"<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/754"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/754</a></p>",12.05.2023 23:18:40,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/754,
753,Meio Ambiente e Mudança do Clima,Minas e Energia,Eletricidade,Fontes Alternativas de Energia / Incentivos Financeiros,Energia Solar e Renováveis para Todas as pessoas,Não,"Incentivar a implantação da geração de energia solar e de fontes renováveis para todas as brasileiras e todos os brasileiros através do financiamento público, subsídio, incentivo federal, estadual e municipal. Programa de recompensa para a redução de carbono. Incentivar a pesquisa e a produção industrial em tecnologias renováveis para aumentar a produtividade e reduzir os custos tecnológicos.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/753"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/753</a></p>",12.05.2023 23:19:01,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/753,
755,Saúde,Saúde,Terceiro Setor,Doenças Específicas,Subsidimento às Entidades Filantrópicas que atuam com o autismo,Sim,"Fortalecer as entidades qualificadas como organizações sociais são declaradas como entidades de interesse social e utilidade pública, que atuam no acolhimento às pessoas com Transtorno do Espectro Autista.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/755"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/755</a></p>",12.05.2023 23:23:44,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/755,
756,Minas e Energia,Minas e Energia,Eletricidade,Fontes Alternativas de Energia / Incentivos Financeiros,Energias renováveis ,Não,Ampliar os parques eólica e solar no nordeste,"<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/756"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/756</a></p>",12.05.2023 23:25:04,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/756,
757,Saúde,Saúde,Carreiras da Saúde,Centros de excelência / Doenças Específicas,Criação do Centro de Atendimento ao Autismo - CAA,Sim,Criação de Centros de Atendimento ao Autismo-CAA destinado ao acolhimento de crianças com TEA e adolescentes com TDAH.,"<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/757"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/757</a></p>",12.05.2023 23:30:03,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/757,
758,Controladoria-Geral da União,Legislativo,Eleições / Reforma Política,Participação Social e Transparência,Comprovante de votação em todas as eleições,Não,"Justificativa de Voto: documento impresso e obtido no ato da votação ou seja o termo de justificativa eleitoral, não sendo possível leva-lo embora mas para ser depositado em urna própria no mesmo ato da impressão após conferencia física/visual.","<p>Prezado Edson,&nbsp;</p><p>Obrigada pela sua proposta, porém, constatamos que ela não se enquadra na pertinência temática do Plano Plurianual (PPA) do Governo Federal.&nbsp;</p><p>O PPA é um instrumento de planejamento que visa estabelecer as diretrizes, objetivos e metas do governo federal para um período de quatro anos e sua elaboração é baseada em temas e áreas de atuação prioritárias.</p><p>Agradecemos a compreensão e convidamos você a continuar contribuindo com o Brasil Participativo</p>",12.05.2023 23:35:47,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/758,
759,Saúde,Saúde,Carreiras da Saúde,Centros de excelência / Doenças Específicas / Psicólogos e Psiquiatras,Criação do CAPSI Centro de Atenção Psicossocial Infanto -Juvenil,Sim,"Apoiar os Gestores Municipais na criação e manutenção dos Centro de Atenção Psicossocial e Infanto-Juvenill (CAPSi)  destinada ao atendimento preventivo e curativo em saúde mental para crianças com TEA e adolescentes TDAH (3 a 18 anos), seus familiares e responsáveis.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/759"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/759</a></p>",12.05.2023 23:36:45,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/759,
760,"Ciência, Tecnologia e Inovação",Legislativo,Reforma Trabalhista e CLT / Pesquisa Científica / Carreiras da Educação,Benefícios Previdenciários / Planos de Carreira  /  Remunerações,Valorização da Carreira Científica,Não,"Formalização da profissão de cientista em nosso país, garantindo todos os direitos trabalhistas e previdenciários a esta categoria, e planos de cargos e carreiras, para que possam se dedicar exclusivamente a investigação e produção científica sem a necessária vinculação ao cargo de professor em Universidades, a fim de que tanto a atividade docente de Professores exclusivos como a atividade científica de Pesquisadores exclusivos seja desempenhada com qualidade e dedicação","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/760"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/760</a></p>",12.05.2023 23:39:46,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/760,
762,Trabalho e Emprego,Legislativo,Empregabilidade,Direitos Sociais,Fundo Nacional de Garantia do Emprego,Sim,"Instituir e executar o Fundo Nacional de Garantia do Emprego, Projeto de Lei 5491/2019, de autoria do deputado Glauber Braga (PSOL/RJ), que visa garantir o pleno emprego com estabilidade de preços e redução das desigualdades sociais e regionais, com destinação a municípios e o Distrito Federal conforme Lei Orçamentária e, assim, tornando o Estado como um empregador de última instância.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/762"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/762</a></p>",12.05.2023 23:48:36,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/762,
763,Direitos Humanos e Cidadania,Legislativo,Renda Mínima,Baixa Renda,Implementar a Renda Básica Cidadã,Sim,"Execução, em sua totalidade, da lei 10835/2004, de autoria do sr. Eduardo Suplicy, que instituiu a Renda Básica de Cidadania, para que todo trabalhador tenha a certeza de uma renda mínima que lhe garanta a satisfação de suas necessidades básicas, independentemente de sua condição social","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/763"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/763</a></p>",12.05.2023 23:50:50,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/763,
764,"Ciência, Tecnologia e Inovação",Defesa,Litoral e Hidrovias / Transporte Marítimo,Indústrias / Reformas Revitalizantes,"Desenvolvimento econômico, tecnológico, retenção de conhecimento e aumento da segurança naval e fluvial",Não,"Estabelecer prazo para a renovação da forta naval, dando ênfase ao desenvolvimento e ampliação do Programa Fragatas Classe ""Tamandaré”, visando a proteção de nosso mar e rios e consequentemente o desenvolvimento econômico e tecnológico do Brasil.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p>&nbsp; <a href=""/processes/programas/f/2/proposals/764"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/764</a></p>",13.05.2023 00:04:05,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/764,
765,Justiça e Segurança Pública,Legislativo,Carreiras Policiais,Guardas Municipais / Proposta de EC,Segurança pública proxima ao cidadao,Não,Inclusão das guardas municipais no inciso VII do artigo 144cf para melhoria da seguranca publica proxima ao cidadao. Sabemos que a maioria dos países desenvolvidos tem sua policia municipalizadas e dao bons resultados.,"<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/765"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/765</a></p>",13.05.2023 00:09:10,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/765,
766,Segurança Institucional,Legislativo,Reforma Administrativa,Carreiras Típicas de Estado,"FIM do Art 29 VI, da Constituição",Não,O Artigo 29 vi da CF é o que garante Alto salário aos Políticos Vereadores.. uma Vergonha para a população que ganha pouco pra se sustenta.. esse art precisa ser revogado nesses 4 anos,"<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/766"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/766</a></p>",13.05.2023 00:15:12,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/766,
770,Educação,Educação,Pesquisa Científica,Centros de excelência,Centros de excelência acadêmica ,Não,"Criar centros de excelência acadêmica nas capitais dos estados, cada capital com apenas 1 centro acadêmico, com objetivo de estudos avançados em diversas disciplinas como física, química, história, geografia, tecnologia, português etc. O objetivo seria a absorção de mentes singulares que possam trazer desenvolvimento em várias áreas de conhecimento.","<p>Que ótimo! Recebemos sua proposta no Brasil Participativo. Divulgue sua ideia para seus amigos(as) até 14 de julho para ter mais votos. As autoras e autores das 5 propostas mais votadas serão convidados (as)  para o 3º Fórum Interconselhos, em Brasília, que contará com a presença do presidente Lula e ministros.  Assim a gente vai construir um país com a cara do nosso povo!<br><br><br><br>Divulgue na sua rede:<br><br>Vote na minha proposta para melhorar o Brasil:</p><p><a href=""/processes/programas/f/2/proposals/770"" rel=""noopener noreferrer"" target=""_blank"">http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/770</a></p>",13.05.2023 00:41:14,http://brasilparticipativo.presidencia.gov.br/processes/programas/f/2/proposals/770,
